,Unnamed: 0,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
21877,300,male,group B,some high school,free/reduced,none,divorced,regularly,yes,2.0,school_bus,5 - 10,49,46,45
21880,303,female,group B,bachelor's degree,standard,none,widowed,sometimes,yes,2.0,private,< 5,65,68,72
21883,306,female,group B,high school,standard,none,married,regularly,yes,3.0,private,> 10,73,83,77
21885,308,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,0.0,private,5 - 10,63,68,68
21886,309,female,group A,high school,standard,none,married,never,no,3.0,private,5 - 10,65,65,64
21887,310,male,group D,master's degree,free/reduced,none,divorced,regularly,yes,1.0,school_bus,5 - 10,83,75,71
21889,312,female,group B,some college,standard,none,married,regularly,yes,4.0,school_bus,5 - 10,78,100,99
21890,313,female,group C,some high school,free/reduced,none,divorced,sometimes,yes,3.0,school_bus,< 5,48,65,59
21891,314,male,group A,associate's degree,free/reduced,none,single,regularly,yes,3.0,school_bus,5 - 10,73,63,62
21893,316,female,group C,some college,standard,none,married,sometimes,yes,2.0,private,< 5,54,69,63
21897,320,male,group D,some high school,standard,none,married,regularly,no,1.0,private,5 - 10,60,64,64
21899,322,female,group E,bachelor's degree,standard,completed,single,regularly,yes,1.0,private,5 - 10,85,82,86
21902,325,male,group B,high school,standard,none,married,sometimes,yes,2.0,private,> 10,82,73,71
21903,326,female,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,34,52,59
21906,329,female,group D,associate's degree,free/reduced,completed,single,sometimes,yes,1.0,school_bus,> 10,56,68,72
21907,330,female,group C,some college,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,65,80,74
21908,331,male,group D,some high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,68,69,62
21909,332,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,69,71,65
21910,333,male,group C,some high school,free/reduced,none,married,regularly,no,3.0,private,5 - 10,67,65,63
21912,335,female,group B,some high school,standard,none,widowed,sometimes,no,2.0,school_bus,< 5,62,77,70
21914,337,female,group C,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,39,45,46
21915,338,male,group B,some college,standard,none,single,sometimes,yes,4.0,school_bus,5 - 10,66,61,50
21918,342,male,group B,bachelor's degree,standard,none,married,sometimes,no,6.0,school_bus,5 - 10,63,62,56
21921,346,female,group C,master's degree,standard,none,married,sometimes,yes,2.0,private,> 10,55,68,69
21922,347,female,group C,master's degree,standard,completed,single,regularly,yes,3.0,school_bus,5 - 10,59,63,67
21923,348,male,group D,bachelor's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,85,76,80
21924,349,female,group B,some college,standard,completed,married,regularly,no,2.0,private,< 5,65,71,81
21925,350,female,group D,bachelor's degree,standard,none,single,sometimes,no,6.0,private,< 5,63,79,84
21929,355,male,group A,bachelor's degree,standard,completed,single,regularly,yes,2.0,private,5 - 10,92,86,88
21930,356,female,group C,high school,standard,completed,married,sometimes,yes,2.0,private,5 - 10,74,77,77
21932,358,female,group A,some high school,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,61,70,65
21933,359,female,group D,bachelor's degree,standard,completed,divorced,sometimes,no,4.0,private,5 - 10,84,96,100
21934,361,female,group D,associate's degree,free/reduced,completed,married,sometimes,no,2.0,school_bus,5 - 10,67,87,85
21935,362,female,group D,master's degree,standard,none,single,regularly,yes,3.0,school_bus,5 - 10,71,72,77
21936,363,male,group C,high school,standard,completed,married,sometimes,yes,1.0,school_bus,5 - 10,95,84,88
21937,364,female,group E,some high school,standard,none,married,regularly,yes,5.0,private,5 - 10,60,73,68
21938,365,male,group D,bachelor's degree,standard,none,single,regularly,yes,5.0,private,> 10,75,69,64
21939,366,female,group D,some college,free/reduced,none,single,sometimes,yes,4.0,school_bus,< 5,64,77,79
21940,367,male,group C,some high school,standard,none,married,regularly,yes,0.0,private,< 5,59,55,54
21941,368,female,group B,bachelor's degree,standard,none,divorced,regularly,yes,2.0,private,5 - 10,62,79,82
21943,371,female,group D,high school,standard,completed,married,regularly,yes,1.0,school_bus,5 - 10,57,70,72
21944,372,male,group E,some college,standard,none,married,sometimes,yes,7.0,private,< 5,86,73,70
21945,373,female,group A,associate's degree,free/reduced,completed,married,regularly,yes,3.0,school_bus,5 - 10,52,66,71
21946,374,female,group D,associate's degree,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,53,65,61
21947,375,female,group D,some college,standard,completed,single,regularly,yes,2.0,school_bus,< 5,67,74,77
21949,377,male,group D,associate's degree,standard,none,divorced,sometimes,yes,1.0,private,5 - 10,58,50,48
21950,378,male,group D,some high school,free/reduced,completed,married,sometimes,yes,2.0,private,> 10,59,65,67
21955,383,female,group B,master's degree,standard,none,single,never,yes,5.0,school_bus,< 5,65,79,75
21956,384,female,group B,high school,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,48,61,62
21957,385,male,group E,associate's degree,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,47,53,42
21958,386,female,group C,bachelor's degree,standard,none,married,sometimes,no,4.0,private,5 - 10,54,59,62
21959,387,male,group E,some college,standard,none,married,sometimes,yes,7.0,school_bus,5 - 10,91,85,81
21961,389,male,group B,some college,standard,none,single,never,no,3.0,school_bus,5 - 10,68,67,64
21962,390,male,group C,associate's degree,standard,none,married,regularly,yes,1.0,school_bus,> 10,67,48,47
21963,391,male,group D,some high school,standard,none,married,regularly,yes,2.0,school_bus,> 10,49,49,46
21964,392,female,group B,associate's degree,free/reduced,completed,married,never,yes,3.0,school_bus,< 5,28,36,35
21966,395,male,group C,master's degree,standard,completed,divorced,regularly,no,2.0,school_bus,> 10,95,95,95
21967,396,female,group A,bachelor's degree,free/reduced,completed,married,never,no,1.0,private,5 - 10,70,70,73
21968,397,male,group A,some high school,free/reduced,none,married,sometimes,yes,2.0,private,5 - 10,59,66,58
21970,399,male,group E,master's degree,free/reduced,none,divorced,sometimes,no,6.0,private,> 10,82,80,69
21971,400,male,group D,bachelor's degree,free/reduced,none,widowed,sometimes,yes,1.0,school_bus,> 10,71,53,60
21972,401,female,group B,some high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,40,42,41
21973,402,female,group E,high school,standard,none,divorced,sometimes,yes,2.0,school_bus,5 - 10,73,86,83
21974,403,female,group C,some high school,standard,none,married,never,yes,7.0,school_bus,5 - 10,55,65,63
21975,404,male,group E,some college,standard,none,divorced,regularly,yes,2.0,private,> 10,86,79,79
21976,405,male,group C,some college,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,72,67,66
21977,406,female,group E,some college,standard,none,married,never,no,3.0,school_bus,5 - 10,93,98,97
21979,408,male,group C,high school,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,61,51,53
21980,409,male,group D,high school,free/reduced,none,single,sometimes,yes,1.0,school_bus,< 5,54,53,50
21981,410,male,group B,some high school,standard,none,divorced,never,no,1.0,school_bus,5 - 10,60,58,47
21982,411,female,group B,some high school,standard,none,married,never,yes,1.0,school_bus,< 5,49,54,55
21983,412,male,group D,some college,free/reduced,completed,married,regularly,no,1.0,private,5 - 10,66,62,67
21984,413,female,group D,associate's degree,standard,completed,single,never,no,1.0,private,5 - 10,74,87,95
21985,414,female,group C,some college,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,45,57,57
21987,416,female,group B,high school,standard,none,married,never,no,1.0,private,5 - 10,47,67,62
21991,420,male,group C,some college,standard,none,single,sometimes,yes,1.0,school_bus,< 5,57,55,47
21992,422,female,group C,bachelor's degree,free/reduced,none,married,sometimes,no,1.0,private,5 - 10,68,77,75
21994,425,male,group C,some college,standard,none,married,regularly,yes,1.0,school_bus,< 5,71,58,55
21995,426,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,2.0,private,5 - 10,62,65,52
21996,427,female,group A,bachelor's degree,standard,none,divorced,sometimes,yes,1.0,private,5 - 10,74,84,84
21997,428,female,group B,some high school,free/reduced,completed,married,sometimes,yes,4.0,private,5 - 10,69,81,77
21998,429,male,group D,bachelor's degree,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,53,50,51
22000,432,female,group C,some high school,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,56,59,62
22001,433,female,group C,associate's degree,free/reduced,none,married,sometimes,no,3.0,school_bus,5 - 10,45,62,56
22002,434,male,group B,bachelor's degree,standard,none,married,regularly,no,2.0,private,5 - 10,67,61,58
22004,436,male,group A,high school,standard,completed,divorced,sometimes,yes,5.0,private,5 - 10,69,53,58
22006,438,male,group D,bachelor's degree,standard,none,single,sometimes,yes,1.0,private,< 5,68,64,68
22007,439,male,group C,some high school,standard,none,married,never,yes,3.0,school_bus,< 5,54,47,42
22008,440,female,group B,some college,standard,none,single,regularly,no,2.0,school_bus,5 - 10,53,57,56
22010,442,male,group B,some college,standard,none,married,sometimes,no,3.0,school_bus,5 - 10,75,74,73
22012,444,male,group E,some college,free/reduced,completed,married,never,yes,3.0,private,5 - 10,67,65,65
22013,445,male,group B,some high school,standard,none,single,sometimes,no,4.0,private,5 - 10,63,50,52
22014,446,female,group B,associate's degree,standard,none,married,regularly,yes,2.0,school_bus,< 5,53,62,56
22015,447,female,group D,bachelor's degree,standard,none,married,never,no,2.0,school_bus,> 10,43,49,52
22017,449,female,group C,some high school,standard,completed,married,sometimes,no,1.0,school_bus,5 - 10,56,61,68
22020,452,male,group E,bachelor's degree,standard,none,married,sometimes,yes,1.0,private,5 - 10,79,65,62
22021,453,female,group A,some college,free/reduced,none,married,regularly,yes,1.0,school_bus,5 - 10,53,62,60
22022,454,male,group D,some college,standard,none,divorced,sometimes,yes,2.0,school_bus,< 5,41,37,36
22023,455,male,group D,some high school,standard,completed,married,never,no,1.0,school_bus,5 - 10,73,71,79
22024,456,male,group B,high school,free/reduced,completed,married,sometimes,yes,1.0,school_bus,5 - 10,78,79,74
22025,457,female,group E,some college,free/reduced,none,married,regularly,yes,3.0,school_bus,< 5,69,69,63
22027,460,female,group B,some college,free/reduced,completed,married,never,no,3.0,private,5 - 10,68,81,84
22029,462,female,group D,bachelor's degree,free/reduced,completed,married,sometimes,no,2.0,private,> 10,60,71,77
22030,463,female,group D,high school,standard,completed,married,never,yes,0.0,school_bus,< 5,71,76,82
22034,467,female,group E,some college,free/reduced,completed,married,never,no,2.0,private,5 - 10,74,84,82
22037,470,male,group B,some high school,free/reduced,completed,married,sometimes,yes,2.0,private,5 - 10,72,76,69
22038,471,female,group C,associate's degree,standard,none,divorced,sometimes,yes,1.0,school_bus,5 - 10,76,79,82
22039,472,male,group B,some high school,standard,none,single,sometimes,no,2.0,private,5 - 10,72,70,64
22040,473,male,group E,high school,standard,none,married,sometimes,no,1.0,private,< 5,54,38,43
22041,474,male,group B,some high school,standard,none,single,sometimes,yes,1.0,school_bus,> 10,70,63,60
22042,475,female,group B,some high school,free/reduced,completed,married,sometimes,yes,1.0,private,5 - 10,33,51,46
22045,479,male,group E,associate's degree,standard,completed,single,regularly,yes,4.0,school_bus,5 - 10,100,90,88
22047,481,male,group B,some college,standard,completed,single,regularly,yes,3.0,school_bus,5 - 10,79,71,71
22048,482,female,group D,some college,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,90,87,85
22049,483,female,group B,some college,standard,none,married,sometimes,yes,3.0,private,5 - 10,59,69,74
22051,485,male,group A,some high school,standard,none,divorced,sometimes,no,3.0,school_bus,< 5,64,67,63
22052,486,male,group D,master's degree,standard,none,divorced,sometimes,yes,4.0,school_bus,5 - 10,77,76,78
22055,489,male,group C,some college,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,92,86,75
22059,494,male,group C,bachelor's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,91,81,87
22060,495,male,group D,some high school,standard,completed,single,regularly,yes,2.0,school_bus,5 - 10,76,76,77
22063,498,female,group C,high school,standard,none,married,sometimes,yes,1.0,private,> 10,81,90,86
22064,499,female,group C,associate's degree,free/reduced,none,single,regularly,yes,4.0,school_bus,5 - 10,36,56,54
22068,503,male,group B,bachelor's degree,standard,completed,married,sometimes,yes,5.0,private,5 - 10,68,58,59
22069,506,female,group C,bachelor's degree,standard,none,married,regularly,yes,3.0,school_bus,> 10,84,85,81
22071,508,male,group C,some college,free/reduced,none,married,sometimes,no,1.0,school_bus,5 - 10,47,55,53
22072,509,female,group D,high school,free/reduced,none,married,sometimes,no,4.0,school_bus,> 10,54,65,63
22074,511,female,group E,some high school,standard,completed,married,sometimes,no,1.0,private,< 5,83,84,95
22075,512,male,group C,some college,free/reduced,none,married,sometimes,no,2.0,school_bus,5 - 10,55,54,43
22076,513,female,group C,high school,free/reduced,none,single,sometimes,no,4.0,private,5 - 10,55,68,64
22080,517,male,group D,some high school,standard,none,single,sometimes,yes,2.0,school_bus,< 5,57,44,42
22081,518,male,group C,associate's degree,standard,none,married,regularly,yes,4.0,private,< 5,50,58,51
22084,521,female,group C,some college,free/reduced,none,single,sometimes,yes,6.0,school_bus,< 5,58,61,61
22085,522,male,group C,high school,free/reduced,none,divorced,regularly,yes,2.0,school_bus,5 - 10,47,43,39
22088,525,female,group C,some college,standard,none,married,never,no,1.0,school_bus,< 5,63,81,82
22089,527,female,group D,associate's degree,standard,none,divorced,regularly,yes,3.0,school_bus,> 10,92,93,100
22090,528,female,group B,high school,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,45,66,61
22091,530,female,group D,master's degree,free/reduced,none,married,sometimes,yes,5.0,school_bus,5 - 10,70,78,76
